St,Reference,BP,G_L,Cost,Assignment,DocumentNo,Ty,Doc Date,PK,Amount in doc curr,Quantity,Clrng doc,Materia,Text,AssignmentDate,DocDate,POSNumber,AmountCURR,FileName,ETL_Date,YYYYMM_DocDate
,,0188,1106070,,1003520250311,5108001829,GD,11.03.2025,40,323823.00,,,,10035BBL CPICK,20250311,20251103,10035,323823,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1003720250311,5108001829,GD,11.03.2025,40,515726.00,,,,10037BBL CPICK,20250311,20251103,10037,515726,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004020250311,5108001829,GD,11.03.2025,40,917160.00,,,,10040BBL CPICK,20250311,20251103,10040,917160,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004120250311,5108001829,GD,11.03.2025,40,17216.00,,,,10041BBL CPICK,20250311,20251103,10041,17216,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1004720250311,5108001829,GD,11.03.2025,40,365066.00,,,,10047BBL CPICK,20250311,20251103,10047,365066,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005520250311,5108001829,GD,11.03.2025,40,1197540.00,,,,10055BBL CPICK,20250311,20251103,10055,1197540,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005620250311,5108001829,GD,11.03.2025,40,627139.00,,,,10056BBL CPICK,20250311,20251103,10056,627139,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005820250311,5108001829,GD,11.03.2025,40,280890.00,,,,10058BBL CPICK,20250311,20251103,10058,280890,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1005920250311,5108001829,GD,11.03.2025,40,758886.00,,,,10059BBL CPICK,20250311,20251103,10059,758886,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1006920250311,5108001829,GD,11.03.2025,40,1361132.00,,,,10069BBL CPICK,20250311,20251103,10069,1361132,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007220250311,5108001829,GD,11.03.2025,40,984224.00,,,,10072BBL CPICK,20250311,20251103,10072,984224,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007520250311,5108001829,GD,11.03.2025,40,1213147.00,,,,10075BBL CPICK,20250311,20251103,10075,1213147,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1007620250311,5108001829,GD,11.03.2025,40,613275.00,,,,10076BBL CPICK,20250311,20251103,10076,613275,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1008520250311,5108001829,GD,11.03.2025,40,522044.00,,,,10085BBL CPICK,20250311,20251103,10085,522044,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1008620250311,5108001829,GD,11.03.2025,40,1277396.00,,,,10086BBL CPICK,20250311,20251103,10086,1277396,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009320250311,5108001829,GD,11.03.2025,40,620620.00,,,,10093BBL CPICK,20250311,20251103,10093,620620,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009420250311,5108001829,GD,11.03.2025,40,670493.00,,,,10094BBL CPICK,20250311,20251103,10094,670493,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009620250311,5108001829,GD,11.03.2025,40,882385.00,,,,10096BBL CPICK,20250311,20251103,10096,882385,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1009920250311,5108001829,GD,11.03.2025,40,506838.00,,,,10099BBL CPICK,20250311,20251103,10099,506838,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010120250311,5108001829,GD,11.03.2025,40,547272.00,,,,10101BBL CPICK,20250311,20251103,10101,547272,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010220250311,5108001829,GD,11.03.2025,40,727364.00,,,,10102BBL CPICK,20250311,20251103,10102,727364,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1010320250311,5108001829,GD,11.03.2025,40,1267394.00,,,,10103BBL CPICK,20250311,20251103,10103,1267394,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011220250311,5108001829,GD,11.03.2025,40,799425.00,,,,10112BBL CPICK,20250311,20251103,10112,799425,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011320250311,5108001829,GD,11.03.2025,40,422931.00,,,,10113BBL CPICK,20250311,20251103,10113,422931,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011520250311,5108001829,GD,11.03.2025,40,737443.00,,,,10115BBL CPICK,20250311,20251103,10115,737443,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1011820250311,5108001829,GD,11.03.2025,40,311408.00,,,,10118BBL CPICK,20250311,20251103,10118,311408,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012020250311,5108001829,GD,11.03.2025,40,483817.00,,,,10120BBL CPICK,20250311,20251103,10120,483817,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012520250311,5108001829,GD,11.03.2025,40,608490.00,,,,10125BBL CPICK,20250311,20251103,10125,608490,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012620250311,5108001829,GD,11.03.2025,40,484570.00,,,,10126BBL CPICK,20250311,20251103,10126,484570,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1012720250311,5108001829,GD,11.03.2025,40,524822.00,,,,10127BBL CPICK,20250311,20251103,10127,524822,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1013020250311,5108001829,GD,11.03.2025,40,735808.00,,,,10130BBL CPICK,20250311,20251103,10130,735808,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015020250311,5108001829,GD,11.03.2025,40,920315.00,,,,10150BBL CPICK,20250311,20251103,10150,920315,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015220250311,5108001829,GD,11.03.2025,40,987974.00,,,,10152BBL CPICK,20250311,20251103,10152,987974,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015420250311,5108001829,GD,11.03.2025,40,471170.00,,,,10154BBL CPICK,20250311,20251103,10154,471170,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1015820250311,5108001829,GD,11.03.2025,40,1558818.00,,,,10158BBL CPICK,20250311,20251103,10158,1558818,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017220250311,5108001829,GD,11.03.2025,40,977151.00,,,,10172BBL CPICK,20250311,20251103,10172,977151,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017320250311,5108001829,GD,11.03.2025,40,1346936.00,,,,10173BBL CPICK,20250311,20251103,10173,1346936,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1017920250311,5108001829,GD,11.03.2025,40,417110.00,,,,10179BBL CPICK,20250311,20251103,10179,417110,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018320250311,5108001829,GD,11.03.2025,40,754180.00,,,,10183BBL CPICK,20250311,20251103,10183,754180,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018420250311,5108001829,GD,11.03.2025,40,684599.00,,,,10184BBL CPICK,20250311,20251103,10184,684599,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018520250311,5108001829,GD,11.03.2025,40,96163.00,,,,10185BBL CPICK,20250311,20251103,10185,96163,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018820250311,5108001829,GD,11.03.2025,40,591356.00,,,,10188BBL CPICK,20250311,20251103,10188,591356,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1018920250311,5108001829,GD,11.03.2025,40,629654.00,,,,10189BBL CPICK,20250311,20251103,10189,629654,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1019220250311,5108001829,GD,11.03.2025,40,542332.00,,,,10192BBL CPICK,20250311,20251103,10192,542332,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1019620250311,5108001829,GD,11.03.2025,40,546902.00,,,,10196BBL CPICK,20250311,20251103,10196,546902,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020020250311,5108001829,GD,11.03.2025,40,471462.00,,,,10200BBL CPICK,20250311,20251103,10200,471462,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020120250311,5108001829,GD,11.03.2025,40,714476.00,,,,10201BBL CPICK,20250311,20251103,10201,714476,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020220250311,5108001829,GD,11.03.2025,40,794380.00,,,,10202BBL CPICK,20250311,20251103,10202,794380,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020720250311,5108001829,GD,11.03.2025,40,459301.00,,,,10207BBL CPICK,20250311,20251103,10207,459301,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1020820250311,5108001829,GD,11.03.2025,40,482354.00,,,,10208BBL CPICK,20250311,20251103,10208,482354,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021020250311,5108001829,GD,11.03.2025,40,320067.00,,,,10210BBL CPICK,20250311,20251103,10210,320067,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021120250311,5108001829,GD,11.03.2025,40,644043.00,,,,10211BBL CPICK,20250311,20251103,10211,644043,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021320250311,5108001829,GD,11.03.2025,40,579286.00,,,,10213BBL CPICK,20250311,20251103,10213,579286,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021520250311,5108001829,GD,11.03.2025,40,834174.00,,,,10215BBL CPICK,20250311,20251103,10215,834174,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1021620250311,5108001829,GD,11.03.2025,40,613489.00,,,,10216BBL CPICK,20250311,20251103,10216,613489,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022020250311,5108001829,GD,11.03.2025,40,161565.00,,,,10220BBL CPICK,20250311,20251103,10220,161565,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022220250311,5108001829,GD,11.03.2025,40,1581325.00,,,,10222BBL CPICK,20250311,20251103,10222,1581325,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022620250311,5108001829,GD,11.03.2025,40,887447.00,,,,10226BBL CPICK,20250311,20251103,10226,887447,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022720250311,5108001829,GD,11.03.2025,40,460975.00,,,,10227BBL CPICK,20250311,20251103,10227,460975,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1022920250311,5108001829,GD,11.03.2025,40,966194.00,,,,10229BBL CPICK,20250311,20251103,10229,966194,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023020250311,5108001829,GD,11.03.2025,40,628256.00,,,,10230BBL CPICK,20250311,20251103,10230,628256,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023320250311,5108001829,GD,11.03.2025,40,550052.00,,,,10233BBL CPICK,20250311,20251103,10233,550052,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023520250311,5108001829,GD,11.03.2025,40,533567.00,,,,10235BBL CPICK,20250311,20251103,10235,533567,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023620250311,5108001829,GD,11.03.2025,40,857892.00,,,,10236BBL CPICK,20250311,20251103,10236,857892,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1023920250311,5108001829,GD,11.03.2025,40,849157.00,,,,10239BBL CPICK,20250311,20251103,10239,849157,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024120250311,5108001829,GD,11.03.2025,40,189506.00,,,,10241BBL CPICK,20250311,20251103,10241,189506,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024520250311,5108001829,GD,11.03.2025,40,297711.00,,,,10245BBL CPICK,20250311,20251103,10245,297711,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024620250311,5108001829,GD,11.03.2025,40,565764.00,,,,10246BBL CPICK,20250311,20251103,10246,565764,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1024920250311,5108001829,GD,11.03.2025,40,912355.00,,,,10249BBL CPICK,20250311,20251103,10249,912355,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025020250311,5108001829,GD,11.03.2025,40,128674.00,,,,10250BBL CPICK,20250311,20251103,10250,128674,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025120250311,5108001829,GD,11.03.2025,40,698844.00,,,,10251BBL CPICK,20250311,20251103,10251,698844,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025320250311,5108001829,GD,11.03.2025,40,633203.00,,,,10253BBL CPICK,20250311,20251103,10253,633203,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025520250311,5108001829,GD,11.03.2025,40,205991.00,,,,10255BBL CPICK,20250311,20251103,10255,205991,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025720250311,5108001829,GD,11.03.2025,40,755830.00,,,,10257BBL CPICK,20250311,20251103,10257,755830,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025820250311,5108001829,GD,11.03.2025,40,427075.00,,,,10258BBL CPICK,20250311,20251103,10258,427075,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1025920250311,5108001829,GD,11.03.2025,40,929530.00,,,,10259BBL CPICK,20250311,20251103,10259,929530,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1026920250311,5108001829,GD,11.03.2025,40,803288.00,,,,10269BBL CPICK,20250311,20251103,10269,803288,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027020250311,5108001829,GD,11.03.2025,40,594522.00,,,,10270BBL CPICK,20250311,20251103,10270,594522,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027220250311,5108001829,GD,11.03.2025,40,603011.00,,,,10272BBL CPICK,20250311,20251103,10272,603011,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027320250311,5108001829,GD,11.03.2025,40,1337797.00,,,,10273BBL CPICK,20250311,20251103,10273,1337797,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1027420250311,5108001829,GD,11.03.2025,40,486275.00,,,,10274BBL CPICK,20250311,20251103,10274,486275,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028020250311,5108001829,GD,11.03.2025,40,529798.00,,,,10280BBL CPICK,20250311,20251103,10280,529798,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028120250311,5108001829,GD,11.03.2025,40,1283106.00,,,,10281BBL CPICK,20250311,20251103,10281,1283106,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1028420250311,5108001829,GD,11.03.2025,40,401468.00,,,,10284BBL CPICK,20250311,20251103,10284,401468,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029120250311,5108001829,GD,11.03.2025,40,717338.00,,,,10291BBL CPICK,20250311,20251103,10291,717338,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029320250311,5108001829,GD,11.03.2025,40,514542.00,,,,10293BBL CPICK,20250311,20251103,10293,514542,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029520250311,5108001829,GD,11.03.2025,40,1200452.00,,,,10295BBL CPICK,20250311,20251103,10295,1200452,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1029620250311,5108001829,GD,11.03.2025,40,562230.00,,,,10296BBL CPICK,20250311,20251103,10296,562230,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030020250311,5108001829,GD,11.03.2025,40,149847.00,,,,10300BBL CPICK,20250311,20251103,10300,149847,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030120250311,5108001829,GD,11.03.2025,40,288923.00,,,,10301BBL CPICK,20250311,20251103,10301,288923,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030220250311,5108001829,GD,11.03.2025,40,520530.00,,,,10302BBL CPICK,20250311,20251103,10302,520530,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030420250311,5108001829,GD,11.03.2025,40,260815.00,,,,10304BBL CPICK,20250311,20251103,10304,260815,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030620250311,5108001829,GD,11.03.2025,40,585811.00,,,,10306BBL CPICK,20250311,20251103,10306,585811,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030720250311,5108001829,GD,11.03.2025,40,617420.00,,,,10307BBL CPICK,20250311,20251103,10307,617420,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030820250311,5108001829,GD,11.03.2025,40,395780.00,,,,10308BBL CPICK,20250311,20251103,10308,395780,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1030920250311,5108001829,GD,11.03.2025,40,279517.00,,,,10309BBL CPICK,20250311,20251103,10309,279517,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031020250311,5108001829,GD,11.03.2025,40,830839.00,,,,10310BBL CPICK,20250311,20251103,10310,830839,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031320250311,5108001829,GD,11.03.2025,40,444477.00,,,,10313BBL CPICK,20250311,20251103,10313,444477,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031420250311,5108001829,GD,11.03.2025,40,125857.00,,,,10314BBL CPICK,20250311,20251103,10314,125857,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1031920250311,5108001829,GD,11.03.2025,40,427732.00,,,,10319BBL CPICK,20250311,20251103,10319,427732,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1223220250311,5108001829,GD,11.03.2025,40,523152.00,,,,12232BBL CPICK,20250311,20251103,12232,523152,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1226720250311,5108001829,GD,11.03.2025,40,192662.00,,,,12267BBL CPICK,20250311,20251103,12267,192662,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,1227020250311,5108001829,GD,11.03.2025,40,564134.00,,,,12270BBL CPICK,20250311,20251103,12270,564134,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2220520250311,5108001829,GD,11.03.2025,40,982658.00,,,,22205BBL CPICK,20250311,20251103,22205,982658,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2222020250311,5108001829,GD,11.03.2025,40,229296.00,,,,22220BBL CPICK,20250311,20251103,22220,229296,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2229620250311,5108001829,GD,11.03.2025,40,260737.00,,,,22296BBL CPICK,20250311,20251103,22296,260737,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2241120250311,5108001829,GD,11.03.2025,40,244701.00,,,,22411BBL CPICK,20250311,20251103,22411,244701,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2241320250311,5108001829,GD,11.03.2025,40,107328.00,,,,22413BBL CPICK,20250311,20251103,22413,107328,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2245720250311,5108001829,GD,11.03.2025,40,348243.00,,,,22457BBL CPICK,20250311,20251103,22457,348243,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2246620250311,5108001829,GD,11.03.2025,40,535887.00,,,,22466BBL CPICK,20250311,20251103,22466,535887,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2247820250311,5108001829,GD,11.03.2025,40,462125.00,,,,22478BBL CPICK,20250311,20251103,22478,462125,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2248120250311,5108001829,GD,11.03.2025,40,544310.00,,,,22481BBL CPICK,20250311,20251103,22481,544310,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
,,0188,1106070,,2248620250311,5108001829,GD,11.03.2025,40,850374.00,,,,22486BBL CPICK,20250311,20251103,22486,850374,1106070_25_03_13.XLSx,2025-03-31 16:15:51.328296,202503
